"file_spool_flattened_rupesh.service_type","file_spool_flattened_rupesh.datetime","file_spool_flattened_rupesh.country_name","file_spool_flattened_rupesh.city_name","file_spool_flattened_rupesh.datacenter_name","file_spool_flattened_rupesh.device_serial","file_spool_flattened_rupesh.device_devicename","file_spool_flattened_rupesh.tier_name","file_spool_flattened_rupesh.spool_name","file_spool_flattened_rupesh.capacity","file_spool_flattened_rupesh.used","file_spool_flattened_rupesh.cost","file_spool_flattened_rupesh.mgmt_cost","file_spool_flattened_rupesh.vendor"

